date,timestamp,price,daily_high,block_height,epoch,epoch_height,subsidy,supply,market_cap,eod_utc
3/7/23,2023-03-07 23:50:00,22221.313226919403,22506.921859479517,779805,4,149805,6.25,19311287.5,429122168352.5933,True
3/8/23,2023-03-08 23:50:00,21723.276831259012,22266.969741796645,779940,4,149940,6.25,19312131.25,419522773345.35815,True
3/9/23,2023-03-09 23:50:00,20370.74661110651,21796.968982918395,780075,4,150075,6.25,19312975.0,393419720031.63477,True
3/10/23,2023-03-10 23:50:00,20176.78764593187,20353.157933375714,780209,4,150209,6.25,19313812.5,389690693445.8445,True
3/11/23,2023-03-11 23:50:00,20663.89719135908,20764.46194462475,780374,4,150374,6.25,19314843.75,399119945517.1645,True
3/12/23,2023-03-12 23:50:00,22123.742226945214,22123.742226945214,780537,4,150537,6.25,19315862.5,427339162841.11755,True
3/13/23,2023-03-13 23:50:00,24156.667897069296,24397.77094752603,780694,4,150694,6.25,19316843.75,466630579288.3287,True
3/14/23,2023-03-14 23:50:00,24781.78527959265,26312.497552768185,780840,4,150840,6.25,19317756.25,478728487471.00885,True
3/15/23,2023-03-15 23:50:00,24377.294010428475,25240.615818348535,780986,4,150986,6.25,19318668.75,470936868008.8268,True
3/16/23,2023-03-16 23:50:00,25050.149260649938,25098.817488814046,781119,4,151119,6.25,19319500.0,483956358641.12646,True
3/17/23,2023-03-17 23:50:00,27399.951852648937,27706.930679520814,781267,4,151267,6.25,19320425.0,529378714772.71484,True
3/18/23,2023-03-18 23:50:00,26954.365598303048,27665.9211048213,781429,4,151429,6.25,19321437.5,520797090259.76245,True
3/19/23,2023-03-19 23:50:00,28101.0152763422,28412.822988743465,781578,4,151578,6.25,19322368.75,542978179418.8672,True
3/20/23,2023-03-20 23:50:00,27716.68596411194,28446.955187242525,781730,4,151730,6.25,19323318.75,535578357578.1861,True
3/21/23,2023-03-21 23:50:00,28151.325120805166,28425.160529906527,781874,4,151874,6.25,19324218.75,544002364736.8092,True
3/22/23,2023-03-22 23:50:00,27328.397630955416,28758.37238820546,782035,4,152035,6.25,19325225.0,528127433107.68036,True
3/23/23,2023-03-23 23:50:00,28335.162072349918,28654.36095868326,782217,4,152217,6.25,19326362.5,547615613706.4857,True
3/24/23,2023-03-24 23:50:00,27446.942553907422,28379.048441553266,782379,4,152379,6.25,19327375.0,530477351342.8265,True
3/25/23,2023-03-25 23:50:00,27488.802455098434,27767.5197358028,782526,4,152526,6.25,19328293.75,531311648687.8637,True
3/26/23,2023-03-26 23:50:00,28013.827723292638,28144.639912599116,782670,4,152670,6.25,19329193.75,541484703742.6448,True
3/27/23,2023-03-27 23:50:00,27158.49930246268,28037.925860641368,782818,4,152818,6.25,19330118.75,524977016588.39575,True
3/28/23,2023-03-28 23:50:00,27270.262932972306,27450.510066164097,782951,4,152951,6.25,19330950.0,527160089244.141,True
3/29/23,2023-03-29 23:50:00,28349.63275109303,28552.497180181206,783095,4,153095,6.25,19331850.0,548050847899.21783,True
3/30/23,2023-03-30 23:50:00,28021.210388332405,29094.875984706134,783254,4,153254,6.25,19332843.75,541729682123.5072,True
3/31/23,2023-03-31 23:50:00,28479.228718902847,28592.562693938904,783394,4,153394,6.25,19333718.75,550609398268.1904,True
4/1/23,2023-04-01 23:50:00,28473.56837782141,28778.746034424712,783533,4,153533,6.25,19334587.5,550524699238.2212,True
4/2/23,2023-04-02 23:50:00,28194.102231885154,28491.2437541468,783682,4,153682,6.25,19335518.75,545147592344.0322,True
4/3/23,2023-04-03 23:50:00,27767.63785170151,28419.77311170945,783814,4,153814,6.25,19336343.75,536924590626.01196,True
4/4/23,2023-04-04 23:50:00,28167.697403943024,28346.289289297074,783977,4,153977,6.25,19337362.5,544688975490.35516,True
